feature,module,A,fdr
U91319.1,2,0.6493636906114225,7.573806005324562e-06
SLC44A3-AS1,2,1.0355138940821602,3.798543047783368e-23
FBN2,2,0.8457860606368651,9.122650685788629e-10
CCN2,2,1.0122866574791782,4.76460896085791e-17
SERPINE1,2,0.59639133363991,4.93234578879542e-05
STK3,2,1.6280587063581224,4.543457208958286e-74
B4GALNT3,2,0.6961893643517376,2.388915369182076e-07
TEAD4,2,0.7394345579579027,2.573034406059358e-09
EPS8,2,1.4602368463856632,2.269794973088421e-53
ZFP36L1,2,1.8319882036502175,1.55214523243083e-108
SAT1,2,0.856053654115136,2.393832648128005e-14
ROR1,2,1.3326360660182974,3.527144843564053e-37
F3,2,0.8521230626041885,3.2851629640157266e-15
TCF7L1,2,1.4441562231347986,2.4280713921774387e-56
SERPINE2,2,1.2870801148638418,1.535038149212334e-31
ACKR3,2,0.9148712821791862,2.582598902805444e-17
WWC2,2,1.3694773652097485,3.9360468325356064e-44
FAM126A,2,1.5510685313719381,2.8794277440875564e-59
CREB5,2,1.6442523874509005,7.011346598931738e-58
RBPMS,2,1.56437603357373,3.4298062048049124e-68
FBXO32,2,0.7971391146358895,3.459089397067863e-12
GAS1,2,0.6487124040617449,1.4739580796413599e-07
SMAD6,2,1.056795570397869,1.072990815725854e-20
MID1,2,1.9111529368524867,1.9038420178287905e-103
PTPN14,2,1.3570967253451964,1.0411064595222154e-48
ARID5A,2,0.6500397171228559,1.911476805330661e-07
COBLL1,2,0.7765582968069227,1.8838203529323666e-13
OSBPL10,2,1.104499890081264,1.1900749050178083e-28
MB21D2,2,1.158947358911493,2.908540688013252e-35
MIR181A2HG,2,0.9116655544868006,1.0318550707425666e-13
SERPINH1,2,1.6233766369064302,2.3327682885097295e-78
SPATA13,2,1.3134947444030212,5.664910776707176e-41
ELF1,2,1.3390420315496725,5.865947964694467e-43
SAMD4A,2,1.4373762326923538,3.5498941667843354e-52
NRIP1,2,1.3684521390328483,1.3902117594510894e-37
PDK3,2,0.7449167966472958,3.67463479949871e-08
CLDN1,2,0.9513413812114743,1.282775589164278e-20
EVC2,2,0.6818329038586016,5.919747938633967e-08
AC008667.1,2,0.7884837188190921,2.4580444927930084e-12
KIF13A,2,1.6219073473723964,3.1190370337794726e-62
SUGCT,2,0.7966121484688748,5.22505715699976e-12
GFRA1,2,1.6160245339744836,2.1804906482146507e-75
MAML2,2,1.8832511448244953,9.398058655611414e-106
CRYAB,2,1.918064271267058,1.6132732988840369e-111
PELI2,2,0.8295512843184417,3.5136439046301853e-12
PLPP3,2,0.8550168899967838,9.942235683605612e-16
FN1,2,1.3823933049303747,2.985469243819729e-44
LMCD1,2,1.0876824106287828,7.013827666153967e-28
C4orf19,2,0.7806010041693505,4.885495302195602e-10
LINC01339,2,0.870916693392914,4.2532784074039506e-16
LINC02240,2,0.7541221458855345,5.8010845825183225e-12
FAXDC2,2,1.066668194581685,2.631810760680358e-24
SLC35F1,2,2.4150720750688484,1.0348695464307123e-191
TMEM67,2,0.6950058974694819,1.8027136157641185e-07
TRPS1,2,1.1156484545717524,1.0433839966945999e-26
KANK1,2,0.8174531527826812,1.4897621852902256e-14
EMP1,2,0.610933330904325,5.501063159820721e-06
TMEM117,2,1.4429689741084684,1.9652517514712896e-51
RGCC,2,1.4757307120394225,4.117941337091843e-58
ERBB2,2,0.7920220598299211,1.7611508582101831e-13
