feature,p_val,A,fdr,signi
ARHGAP42,4.6687566511390274e-201,0.44350597554594184,2.3343783255695137e-197,True
NOTCH3,0.0,0.44330060573726576,0.0,True
CCSER1,4.5875708578341464e-222,0.4431038122220517,2.293785428917073e-218,True
STARD13,8.873462601453794e-166,0.440085144690061,4.436731300726897e-162,True
TUBB2B,0.0,0.4398953085547848,0.0,True
CDH2,0.0,0.4389015651545762,0.0,True
CACNA1C,2.376736090040208e-243,0.43837587609208234,1.1883680450201038e-239,True
CENPE,0.0,0.437796956945866,0.0,True
HEYL,0.0,0.43755312720307693,0.0,True
THBS2,0.0,0.4365445766020975,0.0,True
LMCD1,0.0,0.4360722280628805,0.0,True
CENPW,0.0,0.43489060952997516,0.0,True
CNTN5,0.0,0.43402254871801865,0.0,True
UBE2T,0.0,0.43356583727296466,0.0,True
IL1RAPL2,0.0,0.43345641061533086,0.0,True
LDLRAD4,0.0,0.43286242580529655,0.0,True
ATAD2,0.0,0.4320269256025411,0.0,True
LTBP2,0.0,0.4318618045022319,0.0,True
BEX1,0.0,0.431422129411141,0.0,True
CSRP2,0.0,0.43130698404085277,0.0,True
DCC,0.0,0.4311807488293341,0.0,True
ABCA10,0.0,0.4305183778991575,0.0,True
ACSM3,0.0,0.42917588111298527,0.0,True
FRMD3,1.0540353086249558e-269,0.4285059184505362,5.270176543124779e-266,True
PRKN,7.488267765906343e-169,0.4281436689642401,3.7441338829531714e-165,True
AC008014.1,5.709969186144434e-49,0.4279364722714721,2.8549845930722166e-45,True
ARL6IP1,2.3897523094438704e-261,0.42774803720504856,1.1948761547219351e-257,True
SULF1,0.0,0.42740418602456537,0.0,True
IGFBP3,0.0,0.4267084892465789,0.0,True
CEP128,5.608891317484562e-228,0.42592412410701086,2.804445658742281e-224,True
TNFRSF21,1.3946329949543877e-132,0.4259133086159075,6.973164974771939e-129,True
CADPS,0.0,0.4255829965046767,0.0,True
LINC01748,2.8835977656115295e-92,0.42513757981895006,1.4417988828057648e-88,True
POLE2,3.0489898609907156e-55,0.42316650757238616,1.5244949304953578e-51,True
RNF150,1.528115310146783e-275,0.4221495402401356,7.640576550733915e-272,True
LAMC3,0.0,0.4212549085312286,0.0,True
LINC01572,0.0,0.42120182990550065,0.0,True
STC2,3.2553608833016877e-82,0.42025720292767077,1.627680441650844e-78,True
EPB41L4A,0.0,0.4201640136277493,0.0,True
MIS18BP1,0.0,0.4198879414105583,0.0,True
TMSB15A,1.0740456267977532e-181,0.4197314044488195,5.370228133988766e-178,True
KRT8,0.0,0.41917062461378957,0.0,True
AL513166.1,4.225416484910875e-43,0.4186156209155162,2.1127082424554374e-39,True
SCRG1,0.0,0.4184135573403748,0.0,True
CTNNA2,0.0,0.41810600497561157,0.0,True
TSPYL2,7.919003391769851e-87,0.41767519731741237,3.959501695884926e-83,True
TWIST1,0.0,0.41747462397787594,0.0,True
PRC1,0.0,0.4170223999980627,0.0,True
KIF4A,0.0,0.41667956487741226,0.0,True
AC007368.1,3.142136445653037e-42,0.41581248095836343,1.5710682228265186e-38,True
HLA-E,2.605529576476431e-290,0.41540788428923237,1.3027647882382155e-286,True
NRCAM,0.0,0.41483693901384516,0.0,True
TNNC1,6.291150611426959e-29,0.41366288391424194,3.1455753057134793e-25,True
PRDM6,0.0,0.41329704292505864,0.0,True
TARID,0.0,0.41275688355478674,0.0,True
CCBE1,0.0,0.4118416925395536,0.0,True
SLN,0.0,0.41141765828774673,0.0,True
DSC3,0.0,0.40997439920795103,0.0,True
PHLDA1,0.0,0.4097353820988666,0.0,True
CDC25C,0.0,0.40961221503044964,0.0,True
SLC16A10,2.2240059524958827e-183,0.40948836780759174,1.1120029762479413e-179,True
NSG1,0.0,0.4093701384508485,0.0,True
MYO1D,0.0,0.407362287507797,0.0,True
CSGALNACT1,3.5372436522977353e-119,0.4069982507462869,1.7686218261488677e-115,True
NCALD,0.0,0.406784247380421,0.0,True
CENPK,0.0,0.4059650753230566,0.0,True
GRM7,0.0,0.4052585858714878,0.0,True
LRRN3,0.0,0.4047561721173176,0.0,True
DLGAP5,0.0,0.4039819206939704,0.0,True
NR2F2-AS1,0.0,0.4038099970940166,0.0,True
GSE1,0.0,0.4037295792612977,0.0,True
KIAA1217,0.0,0.4036723809929969,0.0,True
RELN,0.0,0.4036220865387202,0.0,True
COL12A1,1.0270547378165969e-258,0.40348505987364003,5.135273689082985e-255,True
EMCN,3.1901928430279218e-276,0.40347962059815834,1.595096421513961e-272,True
ABHD3,2.344022583028306e-108,0.4032079743221366,1.172011291514153e-104,True
CSRNP1,0.0,0.4031702171005729,0.0,True
THBS4,0.0,0.4023636403376065,0.0,True
H1-3,0.0,0.40203718813793365,0.0,True
NFKBIA,0.0,0.4017023373593781,0.0,True
PCDH11X,0.0,0.40035345171471626,0.0,True
CTNNA3,0.0,0.3998548478661567,0.0,True
LUZP2,0.0,0.39755973801234734,0.0,True
DCLK1,0.0,0.39670382512960767,0.0,True
SAMD5,0.0,0.3966376478439442,0.0,True
KIF11,0.0,0.3964923480809643,0.0,True
SGO2,0.0,0.39569110017644477,0.0,True
CSMD2,1.0801989460969348e-129,0.3956063613719974,5.400994730484674e-126,True
PEG10,0.0,0.39544444810129,0.0,True
DLG2,2.261978123916018e-157,0.39506949970746374,1.1309890619580091e-153,True
ELMO1,0.0,0.3948792748389514,0.0,True
AL133346.1,2.693368384851731e-73,0.3946358582172483,1.3466841924258657e-69,True
SPC25,0.0,0.3937049449218363,0.0,True
ZSWIM4,0.0,0.393266728670507,0.0,True
GAS7,0.0,0.3930826022409163,0.0,True
GPR137C,1.3621780799798606e-79,0.39300155679506904,6.810890399899303e-76,True
GAB2,7.130681749280149e-250,0.39256055069024565,3.5653408746400746e-246,True
TRIM72,0.0,0.3924248890937419,0.0,True
NUP210L,0.0,0.3923456432074,0.0,True
COL25A1,0.0,0.39179131930393585,0.0,True
DPYD,4.777070242629501e-136,0.3917240855984982,2.3885351213147506e-132,True
MYH7,3.922155161628739e-20,0.39168638602598094,1.9610775808143694e-16,True
NCAPG,0.0,0.3914326076727136,0.0,True
AC099792.1,3.6937761960421955e-139,0.39017397745373367,1.8468880980210976e-135,True
KIF15,0.0,0.3901236319603082,0.0,True
